Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Short cycle diploma,1,Vet Nursing,Daytime,Prof higher tech,150.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Technicians,Machine operators,150.3,Yes,No,No,Yes,Male,Yes,21,No,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate
Single,Change course,1,Marketing Mgmt,Daytime,Sec Ed - 12th,132.0,Portuguese,Degree,Basic 3rd cycle,Admin staff,Machine operators,120.5,No,No,No,Yes,Male,No,19,No,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled
Single,3rd phase - general,1,Informatics Eng,Daytime,Sec Ed - 12th,108.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Technicians,105.6,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate
Single,Over 23 y/o,1,Marketing Mgmt,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Technicians,Technicians,125.3,No,Yes,No,Yes,Male,Yes,30,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
Divorced,Over 23 y/o,1,Tourism,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,131.0,Yes,No,No,Yes,Male,No,44,No,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
Single,3rd phase - general,1,Nursing,Daytime,Sec Ed - 12th,146.0,Portuguese,Basic 3rd cycle,Degree,Admin staff,Unskilled workers,127.0,No,No,No,Yes,Male,No,19,No,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate
Single,Tech diploma,1,Equinculture,Daytime,Tech spec,150.0,Portuguese,Bachelor,Sec Ed - 12th,Technicians,Farmers,150.0,Yes,No,No,Yes,Male,No,22,No,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general,1,Equinculture,Daytime,Sec Ed - 12th,160.0,Portuguese,Degree,Degree,Executives,Scientists,149.2,No,No,No,Yes,Male,No,18,No,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,125.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,121.5,Yes,No,No,Yes,Male,Yes,21,No,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general,2,Vet Nursing,Daytime,Sec Ed - 12th,125.0,Portuguese,Basic 1st cycle,Basic 3rd cycle,Other,Other,137.3,No,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general,4,Marketing Mgmt,Daytime,Sec Ed - 12th,122.0,Portuguese,Degree,Sec Ed - 12th,Scientists,Technicians,119.6,Yes,No,No,Yes,Male,No,18,No,0,6,8,6,13.625,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,Graduate
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,138.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Technicians,141.5,No,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
Single,Tech diploma,1,Agronomy,Daytime,Tech spec,150.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Farmers,Farmers,150.0,Yes,No,No,Yes,Male,No,21,No,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,Dropout
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,140.0,Portuguese,Degree,Degree,Scientists,Scientists,110.0,No,No,No,Yes,Male,No,31,No,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general,5,Tourism,Daytime,Sec Ed - 12th,113.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Scientists,Technicians,110.2,Yes,No,No,Yes,Male,No,21,No,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 y/o,1,Informatics Eng,Daytime,Sec Ed - 12th,139.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Skilled workers,110.3,No,No,Yes,Yes,Male,No,24,No,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled
Single,Transfer,1,Journalism,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 3rd cycle,Higher Ed (ongoing),Admin staff,Technicians,120.0,No,No,No,Yes,Male,No,27,No,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,5,Management,Daytime,Sec Ed - 12th,118.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,114.2,Yes,No,No,Yes,Male,No,20,No,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate
Single,Tech diploma,1,Informatics Eng,Daytime,Tech spec,140.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Services/Sales,140.0,Yes,No,No,Yes,Male,No,22,No,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general,1,Agronomy,Daytime,Sec Ed - 12th,144.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,132.8,No,No,No,Yes,Male,Yes,19,No,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled
Single,3rd phase - general,1,Journalism,Daytime,Sec Ed - 12th,125.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Skilled workers,121.5,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,131.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Skilled workers,Admin staff,127.2,Yes,No,Yes,Yes,Male,No,23,No,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled
Single,2nd phase - general,1,Equinculture,Daytime,Sec Ed - 12th,131.0,Portuguese,Other 11th,Other 11th,Scientists,Machine operators,128.2,Yes,No,No,Yes,Male,No,18,No,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,1,Journalism,Daytime,Sec Ed - 12th,140.0,Portuguese,Degree,Bachelor,Admin staff,Farmers,133.4,Yes,No,No,No,Male,No,29,No,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled
Single,Over 23 y/o,1,Equinculture,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Services/Sales,120.0,Yes,No,No,Yes,Male,No,29,No,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout
Single,Tech diploma,1,Agronomy,Daytime,Sec Ed - 12th,140.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Services/Sales,140.0,No,No,No,Yes,Male,No,20,No,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general,5,Multimedia Design,Daytime,Sec Ed - 12th,139.0,Portuguese,Basic 3rd cycle,Degree,Unskilled workers,Scientists,136.9,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general,3,Multimedia Design,Daytime,Sec Ed - 12th,125.0,Portuguese,Degree,Tech spec,Scientists,Services/Sales,117.0,Yes,Yes,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general,2,Marketing Mgmt,Daytime,Sec Ed - 12th,117.0,Portuguese,Degree,Sec Ed - 12th,Technicians,Services/Sales,110.7,Yes,No,No,Yes,Male,No,20,No,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled
Single,Over 23 y/o,1,Equinculture,Daytime,Sec Ed - 12th,150.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Services/Sales,160.0,Yes,No,No,Yes,Male,No,24,No,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,95.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Services/Sales,Machine operators,95.0,No,No,No,No,Male,No,21,No,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 y/o,1,Management,Daytime,Sec Ed - 12th,150.0,Portuguese,Basic 1st cycle,Sec Ed - 12th,Skilled workers,Technicians,148.8,No,No,No,Yes,Male,Yes,25,No,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate
Single,Over 23 y/o,1,Management,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,110.0,No,No,No,No,Male,No,32,No,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Change course,1,Management (evening),Evening,Sec Ed - 12th,136.0,Portuguese,Degree,Master,Scientists,Scientists,133.9,No,No,No,No,Male,No,26,No,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
Single,1st phase - general,1,Equinculture,Daytime,Sec Ed - 12th,133.0,Portuguese,Bachelor,Basic 1st cycle,Unskilled workers,Skilled workers,125.7,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general,1,Tourism,Daytime,Sec Ed - 12th,125.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Skilled workers,116.6,No,No,No,Yes,Male,Yes,19,No,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general,3,Comm Design,Daytime,Sec Ed - 12th,127.0,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Services/Sales,Skilled workers,141.0,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
Single,Other higher courses,1,Informatics Eng,Daytime,Degree (1st cycle),130.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Admin staff,130.0,No,No,No,Yes,Male,No,27,No,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,Dropout
Single,Short cycle diploma,1,Agronomy,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Unskilled workers,Unskilled workers,130.0,No,No,Yes,Yes,Male,No,21,No,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general,1,Informatics Eng,Daytime,Sec Ed - 12th,127.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Admin staff,Services/Sales,115.8,No,No,No,Yes,Male,No,20,No,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,Enrolled
Single,Tech diploma,1,Comm Design,Daytime,Tech spec,140.0,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Admin staff,Student,140.0,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,5,Journalism,Daytime,Sec Ed - 12th,125.0,Portuguese,Basic 1st cycle,Degree,Services/Sales,Scientists,126.1,Yes,No,No,Yes,Male,No,22,No,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,135.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Services/Sales,Skilled workers,137.5,Yes,No,Yes,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general,4,Management,Daytime,Sec Ed - 12th,132.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Services/Sales,Services/Sales,120.8,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,Dropout
Single,Over 23 y/o,2,Social Service,Daytime,Sec Ed - 12th,110.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Services/Sales,Services/Sales,136.5,No,No,No,Yes,Male,No,28,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout
Married,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,130.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Unskilled workers,Executives,122.0,No,No,Yes,No,Male,No,25,No,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,Dropout
Single,Change course,1,Agronomy,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Sec Ed - 12th,Services/Sales,Admin staff,130.0,No,No,No,Yes,Male,No,25,No,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,135.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Services/Sales,126.3,No,No,No,Yes,Male,No,18,No,0,5,11,2,13.5,0,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general,1,Tourism,Daytime,Sec Ed - 12th,133.1,Portuguese,Master,Basic 3rd cycle,Admin staff,Services/Sales,98.0,No,No,No,Yes,Male,No,26,No,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general,3,Management,Daytime,Sec Ed - 12th,135.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Farmers,Services/Sales,121.0,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,Graduate
Single,Change course,1,Journalism,Daytime,Sec Ed - 12th,128.0,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Unskilled workers,Skilled workers,124.2,Yes,No,No,Yes,Male,No,22,No,0,6,17,3,11.333333333333334,3,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,140.0,Portuguese,Sec Ed - 12th,Degree,Admin staff,Services/Sales,130.0,No,No,No,Yes,Male,No,25,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general,2,Journalism,Daytime,Sec Ed - 12th,135.0,Portuguese,Degree,Sec Ed - 12th,Admin staff,Admin staff,136.1,Yes,No,No,Yes,Male,No,19,No,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general,2,Journalism,Daytime,Sec Ed - 12th,131.0,Portuguese,Degree,Basic 3rd cycle,Scientists,Technicians,132.8,Yes,No,No,Yes,Male,No,19,No,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general,1,Nursing,Daytime,Sec Ed - 12th,131.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Services/Sales,Services/Sales,126.3,No,No,No,Yes,Male,No,19,No,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate
Divorced,Over 23 y/o,1,Social Service (evening),Evening,Basic 3rd cycle,100.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Unskilled workers,Executives,111.5,No,No,No,Yes,Male,No,45,No,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout
Married,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,140.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,118.2,No,No,No,Yes,Male,No,52,No,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,124.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Technicians,115.6,Yes,No,No,No,Male,No,20,No,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,1,Nursing,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Services/Sales,Military,117.8,Yes,No,No,Yes,Male,No,19,No,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate
Single,1st phase - general,1,Nursing,Daytime,Sec Ed - 12th,142.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Unskilled workers,Unskilled workers,127.0,No,No,Yes,No,Male,No,21,No,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout
Married,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,150.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,140.0,No,No,No,No,Male,No,35,No,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 y/o,1,Multimedia Design,Daytime,Other 11th,110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Skilled workers,Skilled workers,106.0,Yes,No,No,Yes,Male,No,36,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
Divorced,Over 23 y/o,1,Nursing,Daytime,Basic 3rd cycle,110.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Services/Sales,Services/Sales,151.0,No,No,Yes,No,Male,No,47,No,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout
Single,3rd phase - general,1,Management (evening),Evening,Sec Ed - 12th,112.0,Portuguese,Master (2nd),Degree (1st cycle),Scientists,Scientists,106.4,No,No,No,Yes,Male,No,22,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,100.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,125.3,Yes,No,No,Yes,Male,No,41,No,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout
Single,Other higher courses,1,Informatics Eng,Daytime,Degree,130.0,Portuguese,Unknown,Unknown,Other,Other,130.0,No,No,No,Yes,Male,No,26,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Married,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,133.1,Portuguese,Unknown,Unknown,Other,Other,116.0,No,No,No,No,Female,No,51,No,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout
Married,Over 23 y/o,2,Management (evening),Evening,Sec Ed - 12th,150.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,120.0,No,No,No,Yes,Female,No,43,No,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled
Married,Over 23 y/o,2,Social Service (evening),Evening,Sec Ed - 12th,100.0,Portuguese,Unknown,Unknown,Student,Student,100.0,Yes,No,No,Yes,Female,No,41,No,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,Graduate
Single,Change course,2,Management,Daytime,Sec Ed - 12th,130.0,Portuguese,Unknown,Basic 1st cycle,Unskilled workers,Unskilled workers,118.5,Yes,No,No,Yes,Male,No,23,No,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,Graduate
Single,Change course,2,Social Service,Daytime,Sec Ed - 12th,129.0,Portuguese,Unknown,8th,Student,Services/Sales,118.9,Yes,No,No,Yes,Male,No,22,No,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general,2,Comm Design,Daytime,Sec Ed - 12th,127.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,119.3,Yes,Yes,No,Yes,Male,Yes,25,No,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,Dropout
Single,Change course,1,Management (evening),Evening,Sec Ed - 12th,140.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,135.8,Yes,No,No,Yes,Male,No,25,No,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate
Single,Short cycle diploma,1,Multimedia Design,Daytime,Prof higher tech,130.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Unskilled workers,Unskilled workers,130.0,Yes,No,No,No,Male,Yes,22,No,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,Graduate
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,133.1,Spanish,Sec Ed - 12th,Sec Ed - 12th,Unskilled agriculture,Admin support,129.8,No,No,No,Yes,Male,No,24,Yes,0,7,7,7,13.571428571428571,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled
Single,Over 23 y/o,1,Vet Nursing,Daytime,Bachelor,140.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Military,150.0,No,No,No,Yes,Male,No,47,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Married,Over 23 y/o,1,Management (evening),Evening,Basic 3rd cycle,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Services/Sales,Services/Sales,111.9,Yes,No,No,Yes,Male,No,41,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,150.1,Yes,No,No,Yes,Male,No,43,No,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,Graduate
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Basic 1st cycle,Unskilled workers,Machine operators,130.0,No,No,No,Yes,Male,No,29,No,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 y/o,2,Informatics Eng,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Services/Sales,Services/Sales,128.0,No,No,No,Yes,Male,No,30,No,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 y/o,2,Management,Daytime,Basic 2nd cycle,133.1,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,102.5,No,No,No,No,Male,No,26,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 y/o,2,Management (evening),Evening,Sec Ed - 12th,133.1,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,102.5,No,No,No,No,Male,No,27,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Married,Over 23 y/o,2,Marketing Mgmt,Daytime,Sec Ed - 12th,100.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,110.0,No,No,No,Yes,Male,Yes,36,No,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 y/o,1,Agronomy,Daytime,Basic 3rd cycle,133.1,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Military,114.0,No,No,No,Yes,Male,No,29,No,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,Dropout
Single,Transfer,1,Informatics Eng,Daytime,Sec Ed - 12th,120.0,Portuguese,Unknown,Unknown,Student,Student,128.2,Yes,No,No,Yes,Male,No,35,No,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,1,Journalism,Daytime,Sec Ed - 12th,128.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Farmers,Technicians,116.5,No,No,No,Yes,Male,Yes,18,No,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate
Single,1st phase - general,1,Management (evening),Evening,Sec Ed - 12th,172.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,149.3,No,No,No,Yes,Male,Yes,24,No,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate
Single,1st phase - general,3,Journalism,Daytime,Sec Ed - 12th,146.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Skilled workers,134.1,Yes,No,No,Yes,Male,Yes,18,No,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general,4,Informatics Eng,Daytime,Sec Ed - 12th,135.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Services/Sales,Skilled workers,126.6,Yes,No,No,Yes,Male,No,18,No,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled
Married,Change course,1,Vet Nursing,Daytime,Sec Ed - 12th,160.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Skilled workers,120.0,No,No,No,Yes,Male,No,21,No,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,Enrolled
Single,Transfer,1,Informatics Eng,Daytime,Sec Ed - 12th,150.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Services/Sales,Machine operators,133.5,Yes,No,No,Yes,Male,No,21,No,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate
